,0,1,2,3,4,5,6,7
0,-1.3355399066175524,-0.8927787613931114,-0.6347126423734576,0.708256243071458,0.0,1.0,0.0,1.0
1,0.9950453334961774,-0.1656180282546969,-0.6347126423734576,2.288356560447974,0.0,0.0,1.0,0.0
2,-1.019031707721768,-1.361386481284005,0.9564446461034981,-0.5040099107283015,0.0,1.0,1.0,0.0
3,-1.0523630131030273,-0.8138166072566019,-0.6347126423734576,-0.3986680896461521,0.0,2.0,0.0,0.0
4,0.6294761223671366,2.1468040840900815,-0.6347126423734576,-0.7854610600940535,1.0,2.0,0.0,0.0
5,-0.6975283894163049,-1.206538991064274,-0.6347126423734576,0.10304393234216501,0.0,2.0,0.0,0.0
6,-0.8742633844405528,0.22912105940587008,-0.6347126423734576,0.7550259751468148,0.0,0.0,1.0,0.0
7,1.3329608181146655,-0.2867410431117052,0.9564446461034981,0.5195293326673053,0.0,2.0,1.0,0.0
8,-0.8299404788652267,0.12887133287928615,0.9564446461034981,0.0679734706582014,1.0,0.0,0.0,0.0
9,-0.5972577708913801,1.708128299160419,-0.6347126423734576,-0.2856210756475349,0.0,1.0,1.0,1.0
10,1.0383782041986465,-0.7375124136277917,0.9564446461034981,1.5028031137759728,1.0,2.0,1.0,0.0
11,0.8145542356260165,-0.5875859600392339,2.5476019345804537,-0.1464090147404921,0.0,0.0,1.0,1.0
12,-0.11751454394455653,-0.20219057400479307,-0.6347126423734576,0.3150996072656057,0.0,2.0,0.0,0.0
13,-1.3141562948660819,-0.46427475754089803,-0.6347126423734576,-0.11744835904376145,0.0,1.0,0.0,1.0
14,-1.1249873954232004,1.5068440746834502,-0.6347126423734576,-0.6452773910153823,1.0,0.0,1.0,1.0
15,-1.0462598214896879,-1.1636962524946377,-0.6347126423734576,-0.06919368990350183,0.0,0.0,0.0,0.0
16,1.243563782175199,-0.36142913623098544,-0.6347126423734576,1.3871263411027934,0.0,0.0,1.0,1.0
17,1.5387981458029842,1.5233160205730294,-0.6347126423734576,-0.5409176971395595,1.0,1.0,1.0,1.0
18,1.0604991673221262,0.2122215191008525,0.9564446461034981,-0.3484456597483399,0.0,1.0,0.0,0.0
19,0.520452751511294,0.03433384153032455,0.9564446461034981,1.9804801933822598,1.0,2.0,0.0,1.0
20,1.2114821937945641,0.7502163786732517,4.13875922305741,-0.6413050528788333,0.0,0.0,1.0,0.0
21,-0.6918494886999479,-0.319027154471799,2.5476019345804537,0.4589796651372417,1.0,1.0,0.0,1.0
22,1.0725631874970563,0.3127446643025277,-0.6347126423734576,-1.1257784808036593,0.0,0.0,1.0,0.0
23,-0.9501120932112734,-0.11849708668320605,-0.6347126423734576,0.7343977974690576,0.0,1.0,1.0,0.0
24,-0.8691214938394494,-0.5341141098348202,-0.6347126423734576,-1.1198892239105995,1.0,0.0,0.0,0.0
25,-1.2371387777901308,2.29366205587,-0.6347126423734576,1.270799492085262,0.0,2.0,0.0,0.0
26,-1.345763607595802,0.05059133906248738,2.5476019345804537,-0.503158920821213,0.0,0.0,1.0,0.0
27,-0.9584300509716349,1.2985899988712042,-0.6347126423734576,-0.5843395711049534,0.0,2.0,0.0,0.0
28,-0.6753289980073129,0.055794635025137554,0.9564446461034981,-0.9922298681781538,1.0,0.0,1.0,0.0
29,-0.4840392435424853,1.5029201701803103,0.9564446461034981,-1.0404694600353461,1.0,0.0,0.0,1.0
30,-0.7921133704903431,-0.4288807001149347,-0.6347126423734576,-0.9342521046318124,0.0,0.0,1.0,0.0
31,0.4730529809536331,-0.13323173766649518,4.13875922305741,1.0438113461386767,0.0,2.0,1.0,0.0
32,0.32679731850594523,0.12417721458079324,-0.6347126423734576,0.05207324844281741,0.0,2.0,0.0,0.0
33,-0.6954168694132775,2.174781573057805,-0.6347126423734576,-0.5702994648587099,0.0,0.0,0.0,1.0
34,1.048864448857409,-0.7633528155316452,0.9564446461034981,-0.7963135481922375,0.0,0.0,1.0,0.0
35,-1.3577463062852326,-1.4284117105590437,-0.6347126423734576,2.187717098510432,0.0,2.0,1.0,0.0
36,-1.033738646821472,2.367477921741319,0.9564446461034981,0.48657530076462924,1.0,2.0,0.0,1.0
37,-1.3811980262802523,0.22877351513317262,0.9564446461034981,-0.8852684663869641,0.0,1.0,1.0,0.0
38,0.24624041201375022,0.7496003849453372,-0.6347126423734576,1.0400357139509846,1.0,1.0,1.0,0.0
39,-1.0832662815770784,-0.7509861479192906,-0.6347126423734576,-0.6238949985497607,1.0,2.0,0.0,0.0
40,-1.1770969414778514,-1.3521620964201595,0.9564446461034981,-1.194008446201405,0.0,2.0,1.0,0.0
41,-1.0267130651672531,-0.23459249218573475,-0.6347126423734576,-0.9891548037013657,0.0,2.0,0.0,1.0
42,-1.1129909315597024,-0.05076805354506114,-0.6347126423734576,-0.9083959667090252,0.0,2.0,1.0,0.0
43,0.9997107790050317,-0.24894837580977527,-0.6347126423734576,-0.7990453415033729,1.0,1.0,1.0,0.0
44,-0.5867541262123396,-0.045467253265032245,-0.6347126423734576,-0.038301388801682774,1.0,0.0,0.0,1.0
45,-0.7572164884578594,-0.18710028981876176,0.9564446461034981,0.5250837336224708,0.0,0.0,0.0,0.0
46,0.7654932142196468,-0.9149696598489879,-0.6347126423734576,0.3489421469657938,1.0,2.0,1.0,0.0
